id,hop,num_steps,AD_QHD,AD_QSA,QSA_slope,AD_CRD,CRD_cov_first,CRD_cov_last
3hop2__42187_9998_46960,3,2,0.0,0.13507318496704065,-0.13507318496704065,0.0,0.2857142857142857,0.35714285714285715
3hop1__225129_732754_13793,3,4,0.0,0.013808313012123066,-0.013808313012123066,0.0,0.15384615384615385,0.15384615384615385
3hop1__236166_166077_70752,3,2,0.0,0.20601785182952845,-0.20601785182952845,0.3333333333333333,0.6666666666666666,0.3333333333333333
3hop1__766938_84467_78184,3,2,0.0,0.2519580125808711,-0.2519580125808711,0.16666666666666669,0.5,0.3333333333333333
3hop1__189405_715233_43805,3,2,0.0,0.17724007368087732,-0.17724007368087732,0.33333333333333337,0.5555555555555556,0.2222222222222222
3hop1__31942_66386_71087,3,3,0.0,0.16063678264617937,-0.16063678264617937,0.2727272727272727,0.45454545454545453,0.18181818181818182
3hop1__68160_83359_44615,3,2,0.0,0.1208627820014951,-0.1208627820014951,0.33333333333333337,0.5833333333333334,0.25
3hop1__332614_131794_35369,3,3,0.10965646107516214,0.1533501893281938,-0.1533501893281938,0.0,0.2,0.2
3hop1__659740_652332_69397,3,2,0.0,0.0,0.05009329319000262,0.10000000000000003,0.4,0.3
3hop2__22027_9877_63115,3,2,0.0,0.11948287487030003,-0.11948287487030003,0.16666666666666669,0.4166666666666667,0.25
3hop1__166958_691688_4653,3,2,0.0,0.5289821326732631,-0.5289821326732631,0.42857142857142855,0.42857142857142855,0.0
3hop1__450368_57351_36883,3,2,0.0,0.2790074348449703,-0.2790074348449703,0.4285714285714286,0.6428571428571429,0.21428571428571427
3hop1__131633_66618_440465,3,3,0.15077859012505712,0.03125005960464496,-0.03125005960464496,0.0,0.36363636363636365,0.45454545454545453
3hop1__92903_53576_34644,3,2,0.0,0.0,0.09282189607620253,0.0,0.7857142857142857,1.0
3hop1__821692_74047_456919,3,2,0.0,0.2905370891094203,-0.2905370891094203,0.0,0.14285714285714285,0.2857142857142857
3hop1__190377_490280_41375,3,3,0.05233435090548422,0.0,0.005786776542663403,0.0,0.3333333333333333,0.3333333333333333
3hop1__11697_35341_84668,3,3,0.16841265835168062,0.022088706493377797,-0.022088706493377797,0.0,0.2727272727272727,0.36363636363636365
3hop1__479877_65665_490716,3,2,0.0,0.16724276542663538,-0.16724276542663538,0.0,0.375,0.5
3hop1__299467_395094_125168,3,3,0.12301803245419451,0.029062718152999892,-0.029062718152999892,0.0,0.25,0.625
3hop1__262651_365698_819160,3,2,0.0,0.28099191188812206,-0.28099191188812206,0.0,0.5555555555555556,0.5555555555555556
3hop1__262773_671680_35371,3,2,0.0,0.0,0.3084758520126342,0.0,0.3333333333333333,0.5833333333333334
3hop1__542182_670836_161879,3,3,0.0,0.006702870130539072,-0.006702870130539072,0.10000000000000003,0.4,0.3
3hop1__136715_65293_48285,3,2,0.0,0.25633287429809526,-0.25633287429809526,0.2222222222222222,0.4444444444444444,0.2222222222222222
3hop1__821692_74047_211641,3,2,0.0,0.31378662586212097,-0.31378662586212097,0.33333333333333337,0.5555555555555556,0.2222222222222222
3hop1__125874_618888_221665,3,2,0.0,0.6354929208755487,-0.6354929208755487,0.3333333333333333,0.4444444444444444,0.1111111111111111
3hop1__250067_144910_3684,3,2,0.0,0.0,0.1556852459907532,0.09090909090909088,0.45454545454545453,0.36363636363636365
3hop1__33286_22372_27337,3,2,0.0,0.3710651993751523,-0.3710651993751523,0.0,0.125,0.125
3hop1__747740_295863_534758,3,2,0.0,0.43046653270721397,-0.43046653270721397,0.4285714285714286,0.7142857142857143,0.2857142857142857
3hop1__257949_375983_820357,3,3,0.015073711899912023,0.0,0.030292898416519085,0.0,0.2727272727272727,0.6363636363636364
3hop1__336100_771265_1940,3,2,0.0,0.1938859224319454,-0.1938859224319454,0.0,0.2727272727272727,0.36363636363636365
3hop1__135437_804098_24203,3,2,0.0,0.0,0.13428014516830447,0.0,0.36363636363636365,0.6363636363636364
3hop1__61450_69948_617898,3,3,0.0,0.0,0.11350828409194937,0.0,0.5,0.9166666666666666
3hop1__67990_273273_474886,3,2,0.0,0.5429509282112117,-0.5429509282112117,0.25,0.625,0.375
3hop1__862690_164954_75527,3,3,0.42397010808762325,0.10722425580024722,-0.10722425580024722,0.0,0.2727272727272727,0.45454545454545453
3hop2__849084_306302_65370,3,3,0.0,0.0,0.03000107407569871,0.0,0.18181818181818182,0.2727272727272727
3hop2__100046_37225_63115,3,2,0.0,0.10888999700546244,-0.10888999700546244,0.0,0.2727272727272727,0.45454545454545453
3hop1__66475_69948_617898,3,2,0.0,0.04114544391632041,-0.04114544391632041,0.0,0.5,0.6
3hop1__107006_41885_856982,3,3,0.14565638152791283,0.0,0.1087138354778288,0.0,0.25,0.625
3hop1__157791_1887_50817,3,3,0.0,0.0,0.07295355200767505,0.0,0.21428571428571427,0.42857142857142855
3hop1__312602_629330_49503,3,2,0.0,0.0,0.2916254401206971,0.0,0.3333333333333333,0.5555555555555556
3hop1__350221_369053_59330,3,2,0.0,0.3037571907043452,-0.3037571907043452,0.2222222222222222,0.3333333333333333,0.1111111111111111
3hop1__103853_833580_61459,3,2,0.0,0.14648294448852506,-0.14648294448852506,0.0,0.3,0.3
3hop1__659125_39490_84845,3,2,0.0,0.04201465845108001,-0.04201465845108001,0.14285714285714285,0.42857142857142855,0.2857142857142857
3hop1__107866_146715_77801,3,3,0.0,0.11191317439079297,-0.11191317439079297,0.1111111111111111,0.4444444444444444,0.3333333333333333
3hop1__159989_50615_480870,3,4,0.0,0.12274537682533257,-0.12274537682533257,0.33333333333333337,0.4166666666666667,0.08333333333333333
3hop1__8962_52584_61968,3,3,0.16424417331483365,0.03835508227348339,-0.03835508227348339,0.0,0.16666666666666666,0.3333333333333333
3hop1__14045_93667_80004,3,2,0.0,0.0,0.023532807826995936,0.1333333333333333,0.5333333333333333,0.4
3hop2__100773_70123_63115,3,2,0.19882659585904428,0.046889722347259175,-0.046889722347259175,0.0,0.3333333333333333,0.3333333333333333
3hop1__108030_104782_14771,3,3,0.031230409092521172,0.0,0.04157942533493034,0.0,0.36363636363636365,0.45454545454545453
3hop1__32683_787757_69397,3,3,0.013569057660850703,0.018528670072555736,-0.018528670072555736,0.07692307692307693,0.46153846153846156,0.38461538461538464
3hop1__136299_84467_89676,3,2,0.0,0.015575170516967645,-0.015575170516967645,0.0,0.375,0.5
3hop1__594018_284171_771594,3,2,0.0,0.24476981163024872,-0.24476981163024872,0.25,0.5,0.25
3hop1__725000_65665_490716,3,4,0.0,0.01647027134895319,-0.01647027134895319,0.125,0.5,0.375
3hop1__123121_164954_75527,3,3,0.3693458841279633,0.05017459392547633,-0.05017459392547633,0.0,0.5,0.5
3hop1__684351_10446_50948,3,2,0.0,0.3551670312881466,-0.3551670312881466,0.18181818181818182,0.45454545454545453,0.2727272727272727
3hop1__842483_508834_145463,3,3,0.0,0.18696092069149037,-0.18696092069149037,0.39999999999999997,0.6,0.2
3hop1__144140_35178_826724,3,4,0.12078112487983317,0.0,0.011053836345672668,0.0,0.125,0.5
3hop1__11874_96305_25007,3,2,0.0,0.23687064647674533,-0.23687064647674533,0.18181818181818182,0.45454545454545453,0.2727272727272727
3hop1__75023_58494_90774,3,2,0.0,0.17767506837844813,-0.17767506837844813,0.39999999999999997,0.7,0.3
3hop2__77886_68740_69951,3,3,0.0,0.10901319980621342,-0.10901319980621342,0.11764705882352944,0.35294117647058826,0.23529411764705882
3hop1__766938_84467_65406,3,2,0.0,0.038606882095336616,-0.038606882095336616,0.0,0.42857142857142855,0.42857142857142855
3hop1__159993_74189_12463,3,3,0.0,0.07525920867919933,-0.07525920867919933,0.3,0.5,0.2
